content;tags;title;kategori
kepegawaian daerah dki jakarta chaidir mengatakan edi junaedi akan menduduki jabatan funsional tehknik di upt anjungan taman mini indonesia indah sekarang yang bersangkutan masih cuti cuti karena ada alasan penting ibunya sakit kata chaidir saat dihubungi jumat 8 november 2019edi junaedi mundur dari jabatannya sebagai  pariwisata dan kebudayaan pada 31 oktober lalu edi mundur setelah heboh usulan anggaran senilai rp 5 miliar untuk influencer luar negeri dalam mempromosikan pariwisata jakarta setelah mencuat ke publik anggaran tersebut telah dihapusedi mengundurkan diri dari jabatannya kata chaidir atas kemauannya sendiri di upt anjungan tmii edi bakal menjadi staf untuk membantu mengembangkan pariwisata di tmii setelah cuti langsung bertugas di sanakepala upt anjungan dan graha wisata tmii fadlan zuhran mengatakan belum mengetahui rencana perpindahan mantan kepala dinas pariwisata dan kebudayaan dki edi juanedi ke institusinya saya belum dapat info kata fadlan melalui pesan singkat jumat 8 november 2019fadlan mengatakan hingga hari ini belum mengetahui rencana perpindahan posisi edi ke anjungan tmii fadlan mengetahui rencana perpindahan edi ke anjungan tmii justru dari temannyaperpindahan edi saya tidak tahu karena bukan kewenangan kami kebijakan ada di dinas provinsi ujarnya yang saya tahu pak edi sedang cuti besarsementara saat dihubungi eks  pariwisata tersebut mengatakan dirinya masih cuti edi junaedi cuti sejak akhir oktober lalu hingga 11 november mendatang edi mengaku sedang berada di luar kota saya masih cuti sampai senin besok;kepala dinas,anggaran janggal,apbd dki,dprd dki,psi dki;badan kepegawaian dki eks kepala dinas pariwisata ke tmii;politik
sejumlah lembaga pemantau peradilan menilai ketua mahkamah agung terpilih muhammad syarifuddin sebagai tokoh reformis di bidang pengadilan salah satu yang didorongnya ialah program persidangan elektronik atau ecourt dan elitigasi saat masih menjabat sebagai wakil ketua ma bidang yudisial“pak syarifuddin menurut kami sosok yang ikut dalam reformasi peradilan di ma maupun badan di bawahnya” kata direktur eksekutif lembaga kajian dan advokasi independensi peradilan liza farihah saat dihubungi senin 6 april 2020liza mengatakan lembaganya juga belum menemukan catatan buruk mengenai integritas syarifuddin syarifuddin pernah menjabat kepala badan pengawas ma jabatan itu kata dia hanya bisa diisi oleh orang yang tidak punya catatan buruk soal integritasselain itu liza menilai syarifuddin sebagai orang yang terbuka terhadap masukan masyarakat sipil “masyarakat sipil sangat terbantu karena beliau terbuka dengan masukan dia mau dengarkan kritikan”direktur eksekutif indonesia judicial research society dio ashar wicaksana punya pandangan serupa dengan liza selain reformis dio mengatakan baru syarifuddin terbuka dengan kritikan dari pihak eksternal ma “dia cukup responsif mengakomodasi hasil pemantauan kami” kata dia;ketua ma ,mahkamah agung,muhammad syarifuddin;lembaga pemantau peradilan nilai ketua ma baru tokoh reformis;politik
ketua fraksi partai gerindra di majelis permusyawaratan rakyat fary djemy francis berpendapat partainya berpeluang menempati jabatan  berdasarkan pengalaman selama satu dekade terakhir pengalaman untuk menjadi ketua mpr juga dipimpin oleh oposisi untuk menjaga keseimbangan itu memungkinkan bagi kami kata fary di kompleks parlemen senayan jakarta senin 22 juli 2019semasa pemerintahan presiden susilo bambang yudhoyono pada 20092014 taufik kiemas dari partai demokrasi indonesia perjuangan menjabat ketua mpr adapun di era presiden joko widodo periode 20092014 ketua mpr adalah zulkifli hasan dari partai amanat nasional menurut fary hal tersebut dilakukan demi menjaga keseimbangan kalau pola ini kita jaga terus ya kemungkinan bahwa gerindra bisa menjadi ketua mpr kata farygerindra siap menjalin komunikasi dengan partaipartai lain untuk membentuk paket pimpinan mpr komunikasi tak tertutup untuk partaipartai eks pengusung pasangan prabowo  sandiaga uno saja tetapi termasuk dengan partai koalisi jokowi  maruf amin tim lobi yang berkoordinasi dengan partaipartai sudah jalan ada dibangun komunikasi itu ujarnyafary menyebut kandidat yang berpotensi menjadi ketua mpr dari partainya adalah sekretaris jenderal partai gerindra ahmad muzani muzani dinilainya bisa menyatukan dan diterima semua fraksi meski begitu ketua umum partai gerindra prabowo subianto yang akan memutuskannyamenurut ketua komisi v dewan perwakilan rakyat ini jabatan ketua mpr penting untuk kembali menyatukan bangsa yang terbelah seusai pemilihan presiden pendapat ini senada dengan yang dilontarkan ketua dpp partai gerindra sodik mudjahid sebelumnyasodik mengklaim gerindra layak mendapatkan posisi ketua mpr sebagai bagian dari rekonsiliasi semangat rekonsiliasi harus diwujudkan oleh wakil rakyat anggota mpr terutama para pemimpin partai politik dalam menetapkan  kata sodik melalui keterangan tertulis jumat 19 juli 2019;ketua mpr,gerindra,jokowi - ma'ruf ;gerindra jabatan ketua mpr sebaiknya untuk partai oposisi;politik
calon ketua umum pssi periode 20192023 mochamad iriawan alias  mengapresiasi terbentuknya kubu sembilan dan dinilainya sebagai hal positif untuk samasama membangun sepak bola nasional ia pun tidak menutup diri untuk menggandeng kubu sembilan jika berhasil terpilih menjadi ketua umum pssi periode 20192023kita tentu melihat pertimbangan ke depan tentang visi misi yang sama dengan saya kenapa tidak kalau menjemput bola kata dia di hotel shangrila jakarta sabtu 2 november 2019terkait tudingan kubu 9 soal adanya operasi senyap untuk memenangkan salah calon ketua iwan bule enggan untuk menanggapi tuduhan itu tanya sama beliau kata dia meminta pertanyaan itu harusnya dijawab kubu sembilansebelumnya sembilan kandidat ketua pssi periode 20192023 menuding kongres pemilihan pssi pada 2 november 2019 berat sebelah mereka menduga proses pemilihan menguntungkan salah satu calonsalah satu calon ketua umum pssi fary djemy francis menduga ada oknum komite eksekutif exco pssi yang ingin memenangkan salah satu calon ketua umum di kongres terindikasi kuat adanya operasi senyap kata fary jumat 1 november 2019selain fary delapan calon ketua umum pssi lainnya yang sejalan dengan dia ialah vijaya fitriyasa yesayas oktavianus rahim soekasah lalu arif putra wicaksono aven hinelo benny erwin bernhard limbong dan sarman el hakimmereka ramairamai menuding kongres luar biasa pemilihan pssi kental dengan permainan uang antara salah satu calon ketua umum dengan para pemilik suara voter tim sembilan melontarkan sekitar 10 tuduhan dan kekecewaan terhadap kongres pemilihan dalam deklarasi pssi baru menuju perubahansalah satu kritik keras yang disampaikan ialah tata cara pelaksanaan kongres luar biasa pemilihan yang disebut aneh indikasi itu terlihat dari tidak adanya sosialisasi tata cara pemilihan di kongres sampai jumat 1 november 2019 atau sehari menjelang klbpara kandidat ketum juga merasa tidak mendapatkan medium untuk mendekatkan diri kepada para voter debat yang sejatinya bisa menjadi cara untuk menarik perhatian voter malah dibatalkan jika sudah begini maka federasi kita pssi dan sepak bola indonesia secara keseluruhan dalam kondisi bahaya dan akan makin parah jika tidak ada perbaikan untuk menuju perubahan kata farydi klb pssi ada 11 calon yang akan bertarung merebut kursi ketua umum pssi mereka adalah arif wicaksono aven hinelo bernhard limbong benny erwin fary djemy francis lalu la nyalla mattalitti mochamad iriawan rahim soekasah sarman el hakim vijaya fitriyasa dan yesayas oktavianusla nyalla mattalitti sudah menyatakan tak datang ke arena kongres sedangkan tujuh calon lain memilih  dari arena kongres dan mundur dari pencalonan yakni aven hinelo bernhard limbong benny erwin fary djemy francis sarman el hakim vijaya fitriyasa dan yesayas oktavianuskarena itu persaingan berebut calon ketua kini hanya melibatkan tiga calon saja iwan bule arif wicaksono dan rahim soekasah iwan bule dinilai paling berpeluang untuk terpilih sebagai ketua umum baruirsyan hasyim;klb pssi,kongres pssi,iwan bule,mochamad iriawan,pssi;klb pssi komentar iwan bule soal tudingan operasi senyap;politik
ketua komite perubahan sepak bola nasional kpsn suhendra hadikuntono memastikan lokasi kongres luar biasa klb persatuan sepak bola seluruh indonesia pssi di kalimantan tidak itu saja tanggal klb pun dipastikan 2 november 2019 sesuai keputusan klb pssi di ancol jakarta 27 juni 2019 lalu“kedaulatan pssi ada di tangan voters berdasarkan hasil road show kpsn ke daerahdaerah mereka menghendaki jadwal pelaksanaan klb pssi untuk memilih ketua umum dan komite esekutif pssi seperti keputusan klb pssi di ancol yakni 2 november 2019 bukan 25 januari 2020 seperti yang diklaim pssi dikehendaki fifa” ucap ketua kpsn suhendra hadikuntono di selasela pertemuan dengan para voters di samarinda kalimantan timur seperti rilis yang diterima redaksi senin 19 agustusdalam pertemuan yang merupakan bagian dari “ekspedisi borneo kpsn 2019” itu voters yang hadir antara lain asosiasi provinsi asprov pssi kaltim dan pengurus persisam samarinda sebelumnya suhendra beserta rombongan menyambangi asprov pssi kalimantan barat dan asprov pssi kalimantan tengah serta klubklub sepak bola di kedua provinsi itumengapa kalimantan dipilih sebagai lokasi klb pssi menurut suhendra karena kalimantan sebagai calon ibu kota yang sudah dipilih presiden jokowi juga sebagai bentuk terima kasih dan rasa syukur karena presiden begitu concern terhadap kemajuan sepak bola dengan mengeluarkan instruksi presiden inpres no 3 tahun 2019 tentang percepatan pembangunan sepak bola nasionalsuhendra menyatakan klb pssi untuk memilih ketua umum dan komite eksekutif pssi digelar pada 25 januari 2020 dengan dalih agar semua program pssi berjalan dengan baik hanya alasan subyektif saja pasalnya perwakilan fifa dan asian football confederation afc juga hadir dalam klb pssi di ancol itu “sudah jangan macammacam lagi hargai kesepakatan dan komitmen yang sudah dibangun para voters atau saya gebuk tegasnya berselorohklb pssi di ancol pada 27 juni lalu berhasil membentuk komite pemilihan kp dan komite banding pemilihan klb kp dan kbp inilah yang akan menyelenggarakan pemilihan ketua umum dan komite eksekutif pssi yang menurut keputusan klb pssi di ancol akan digelar pada 2 november 2019belakangan jadwal klb 2 november 2019 itu coba dianulir sekretaris jenderal pssi ratu tisha destria dan memundurkannya ke 25 januari 2020 dengan dalih menuruti keinginan fifa “itu upaya pssi untuk menciptakan situasi dan bias demi melanggengkan kekuasaan status quo saja” tandas suhendra;klb pssi,kpsn,suhendra hadikuntono;kpsn desak klb pssi tetap digelar pada 2 november 2019;politik
;komnas ham,jaksa agung,pelanggaran ham;komnas ham minta kewenangan dapat melakukan penyidikan;politik
berupa penggusuran dan kriminalisasi petani masih terjadi di tengah pandemi covid19 konsorsium pembaruan agraria atau kpa mencatat setidaknya ada sembilan peristiwa penggusuran dan kriminalisasi terjadi dalam kurun 2 maret hingga hari inipenggusuran penanganan represif intimidasi ancaman dan kriminalisasi terhadap masyarakat di perdesaan masih berjalan di tengah situasi pandemi covid19 kata sekretaris jenderal kpa dewi kartika melalui keterangan tertulis dikutip ahad 12 april 2020kasuskasus penggusuran dan kriminalisasi ini terjadi di pelbagai daerah dari sumatera utara hingga sulawesi selatan kpa pun menilai praktikpraktik tersebut kian mengancam keselamatan masyarakat dan kedaulatan pangan indonesia dalam menghadapi pandemisekretaris jenderal aliansi masyarkat adat nusantara aman rukka sombolinggi mengatakan masyarakat adat yang sudah terampas tanahnya menjadi kelompok rentan kala wabah saat ini mereka menjadi terancam karena tak punya cukup akses kesehatan dan kepastian penghasilan kalau sampai terjadi kelaparan dua pilihannya mati karena covid19 atau mati karena kelaparan kata rukka jumat malam lalu 10 april 2020secara lengkap berikut sembilan kasus agraria yang terjadi selama satu bulan terakhir menurut data kpa1 pada 2 maret 2020 petani penggarap di soppeng natu bin takka 75 tahun dipanggil polres watansoppeng terkait tuduhan melanggar pasal 82 ayat 1 huruf b jo pasal 12 huruf b danatau pasal 82 ayat 2 undangundang nomor 18 tahun 2013 tentang pencegahan dan pemberantasan pengerusakan hutan uu p3h ia dipanggil untuk memberi keterangan sebagai saksi terkait dugaan tindak pidana penebangan pohon dalam kawasan hutan tanpa memiliki izin faktanya pohon jati yang ditebang oleh natu adalah pohon yang dia tanam sendiri di kebun miliknya yang berada di desa ale sewo kecamatan lalabata kabupaten soppeng sulawesi selatan pada 3 april 2020 natu bin takka kembali dipanggil kali ini bersama anak dan kemenakannya ario permadi bin natu 31 dan sabang bin beddu 47 ketiganya memenuhi panggilan polsek soppeng pada hari jumat 3 april 2020 kali ini ketiga korban terpaksa memenuhi panggilan pasalnya penyidik mengancam akan menjemput paksa jika tidak dipenuhi padahal natu dan sabang termasuk ke dalam kelompok usia yang rentan terhadap serangan wabah2 pada 7 maret 2020 polisi menangkap james watt warga kotawaringin timur kotim atas tuduhan pencurian sawit di lahan sebuah perusahaan kasus ini merupakan dampak konflik agraria warga dengan pihak perusahaan hasil tinjauan lapangan panitia khusus perkebunan besar swasta pbs kelapa sawit dari dewan perwakilan rakyat daerah kabupaten kotim menunjukkan perusahaan ditengarai melakukan penanaman di luar batas hgu dari 18658 hektar total hgu perusahaan 117 hektar berada di tanah masyarakat desa peyang kecamatan telawang kotim3 pada 18 maret 2020 ptpn xiv mengeluarkan surat edaran meminta petani di kampung likudengan desa uraso kecamatan mappadeceng kabupaten luwu utara sulawesi selatan meninggalkan tanah pertanian dan kampung mereka pihak ptpn mengklaim tanah tersebut masuk ke dalam hgu mereka sebagai catatan lokasi ini sudah diusulkan kepada pemerintah melalui lokasi prioritas reforma agraria lpra untuk segera diselesaikan dan diredistribusi kepada petani tanah yang diklaim pihak ptpn tersebut dulunya merupakan tanah warga desa yang diambil secara paksa setelah itu mereka menelantarkan hingga kembali diduduki dan ditanami warga sampai sekarang4 pada 21 maret 2020 pt ap dibantu aparat keamanan diduga menggusur warga desa pagar batu kecamatan pulau pinang kabupaten lahat sumatra selatan atas kejadian tersebut dua orang petani suyadi 40 tahun dan putra bakti 35 tahun meninggal akibat serangan pihak perusahaan dua warga lainnya kritis akibat luka bacokan5 pada 27 maret 2020 aparat kepolisian membubarkan kemah warga desa sumberagung kecamatan pasanggaran kabupaten banyuwangi jawa timur kemah tersebut didirikan oleh warga sebagai bentuk penolakan terhadap aktivitas penambangan di gungung pitu dan salakan oleh pt ds karena merusak lingkungan6 pada 2 april 2020 tanah pertanian warga desa sedang kecamatan suak kabupaten banyuasin sumatra selatan diduga digusur oleh pt ma dibantu oleh aparat kepolisian pihak perusahaan merobohkan pondokpondok para petani sementara padi para petani yang baru panen dibuang oleh perusahaan7 pada 3 maret  3 april 2020 pt snd dan aparat kepolian diduga terus melakukan intimidasi dan merusak tanaman warga kabupaten luwu timur dalam rentang waktu tersebut aparat ditengarai terus menghancurkan tanamantanaman warga sawit kopi dan sayursayuran puncaknya pada tanggal 30 maret 2020 pihak perusahaan melaporkan warga ke polisi mereka menuduh warga sebagai pelaku matinya sawit pihak perusahaan mereka juga mengancan akan membawa kasus ini ke ranah hukum per 4 april intimidasi dan perusahakan oleh aparat keamanan di lapangan terus berlangsung8 pada 26 maret 2020 konflik tanah seluas 32 hektare dan penggusuran taman murni dan labilabi alangalang lebar kota palembang sembilan orang warga dijadikan tersangka menyusul lima orang lainnya yang sudah ditahan pada februari9 pada 10 april 2020 pt wk ditengarai meracuni tamanan pertanian warga muaro kilis dan lubuk mandarsah kecamatan tengah ilir kabupaten tebo jambi dengan menggunakan drone tindakan ini terkait konflik agrariasengketa lahan antara perusahaan dan warga;konflik agraria,covid-19,penggusuran;kpa catat 9 konflik agraria terjadi selama masa pandemi covid19;politik
puluhan massa yang mengatasnamakan keluarga besar masyarakat melanesia surabaya menggeruduk kantor  surabaya di jalan hamzah fansyuri jumat 30 agustus 2019massa yang kamis kemarin 29 agustus 2019 juga menggeruduk kantor lbh surabaya tersebut datang pukul 1340 mereka melakukan orasi dan membentangkan spanduk serta poster mengecam kontras surabayamereka menunding kontras surabaya sebagai provokator dalam kasus insiden pengepungan asrama mahasiswa papua di jalan kalasan surabaya beberapa waktu lalu tersebut kontras juga dianggap memperkeruh suasana difasilitasi aparat kepolisian perwakilan massa sempat bertemu dengan pengurus kontras surabaya untuk meminta klarifikasi kami minta mereka objektif dalam kasus papua kata koordinator aksi uyang salamena kepada awak mediakoordinator kontras surabaya fatkhul khoir menyatakan tudingan massa dari keluarga besar masyarakat melanesia surabaya tersebut tidak benar kami sudah biasa didemo mereka ini salah membaca statemen kami di media katanyadia menegaskan lembaganya akan terus melakukan pembelaan terhadap siapa pun yang merasa haknya dilanggar kami tidak akan tunduk dari intervensi katanya karena itu dalam pertemuan tadi pihaknya tidak mau menuruti permintaan massafatkhul menegaskan kontras akan membela mahasiswa  yang mendapatkan persekusi dan diskriminasi rasial dari aparat tni dan ormas dalam pengepungan asrama mahasiswa papua di jalan kalasan surabaya pada 16 agustus 2019massa yang mendaku sebagai masyarakat indonesia timur itu nusa tenggara timur papua papua barat maluku dan maluku utara membubarkan diri pada pukul 1530 mereka mengancam akan datang kembali dengan massa lebih banyak;kontras,papua;kelompok melanesia surabaya geruduk kantor kontras;peristiwa
korps lalu lintas atau  polri resmi menerbitkan surat izin mengemudi sim internasional online pada jumat 28 februari 2020kepala korps lalu lintas polri inspektur jenderal istiono menuturkan sim internasional ini nantinya akan berlaku di 188 negara jadi tidak hanya di wilayah asia saja ya tapi di seluruh dunia juga sim internasional berlaku kata dia di kantornya jakarta selatan pada jumat 28 februari 2020masyarakat akan dikenakan biaya sebesar rp 250 ribu untuk membuat sim internasional online baik untuk sim mobil maupun motor sedangkan biaya untuk perpanjangan kata istiono adalah rp 225 ribuistiono menuturkan masyarakat tinggal mendaftar saja melalui website resmi korps lalu lintas polri setelah mengisi formulir masyarakat kemudian membayar melalui transfer bank kemudian datang ke gedung korps lalu lintas polri untuk melakukan pengambilan foto dan sidik jaripas datang bawa sim asli ktp asli paspor asli dan print atau capture registrasi online dan bukti pembayaran setelah itu  akan langsung jadi hanya tunggu 1015 menit saja ucap istiono sim internasional ini kata istiono akan berlaku selama tiga tahun mulai penerbitan;korlantas,sim internasional,sim,lalu lintas;korlantas terbitkan sim internasional berlaku di 188 negara;politik
tempoco bogor  belasan mahasiswa dari kesatuan aksi mahasiswa muslim indonesia kammi bogor berunjuk rasa di balai  rabu sore 16 oktober 2019 mereka menuntut pemerintah kota bogor serius memperhatikan para pedagang khususnya pkl yang telah dan akan direlokasiwali kota harus perhatikan kesejahteraan pkl sudah ada yang direlokasi tapi ke tempat yang cenderung sepi dan mereka terancam rugi ujar ihsan arofi anggota kelompok demonstran ituselain meminta nasib pkl diperhatikan demonstrasi mahasiswa yang seluruhnya berasal dari universitas ibnu khaldun bogor itu pun menuding pemerintah kota telah gagal dalam mengelola perusahaan daerah pasar pakuan jaya mereka menyebut pd ppj tidak pro terhadap pedagang kecil yang berjualan di pasarpasar yang mereka kelolapedagang yang kecil mereka persempit bahkan di pasar bogor para pedagang direlokasi ke tempat yang tidak ada pembelinya kata ihsan lagiwakil wali kota bogor dedie a rachim berjanji memperhatikan tuntutan para mahasiswa itu kami mendengar dan kami tampung aspirasinya ucap dedie di kantornyadirektur utama pd ppj muzakir meminta mahasiswa memahami kebijakan yang diambil oleh pemerintah kota bogor dia mengakui adanya relokasi terhadap pkl di pasar bogor tapi itu untuk sementara karena sedang dibangun jalur pendestrian agar kawasan lebih tertata dan rapimuzakir menyebut tempat untuk para pkl sudah disiapkan yaitu di lantai tiga pasar bogor sebetulnya pdppj hanya mengurusi dalam pasar dan untuk pkl itu ada di umkm tapi kami juga perhatikan dan insha allah bulan depan pembangunan tempat bagi pkl selesai kata muzakir lewat pesan singkatkepala dinas umkm kota bogor anas sabar rasmana mengatakan relokasi saat ini bukan berarti menganaktirikan pkl selain di pasar bogor relokasi disebutkannya juga dilakukan di jalan nyi raja permas di lokasi ini sedang ada penataan jalan dan tempat pembuangan sampahitu kan disampingnya ada tps dan kami sedang persiapkan di blok f untuk nanti para pkl berjualan kata anas saat diminta konfirmasinya terpisahanas justru meyakinkan jika revitalisasi blok f sudah selesai maka para pedagang akan lebih nyaman dia pun berjanji berkoordinasi dengan pengelola stasiun bogor untuk kembali membuka pintu satu agar para  bisa untuk sementara waktu berjualan di sana semuanya dalam kondisi kami tata kok kata dia;kota bogor,demonstrasi mahasiswa,pkl;demo di balai kota bogor mahasiswa gugat relokasi pkl;peristiwa
komisi pemberantasan korupsi  akan melantik deputi penindakan terpilih brigadir jenderal karyoto pada selasa 14 april 2020 pelantikan akan digelar di auditorium gedung penunjang kpk sekitar pukul 0930 wibpelantikan direncanakan akan dilakukan besok hari ini kata pelaksana tugas juru bicara kpk ali fikri senin 13 april 2020selain karyoto kpk juga akan melantik tiga pejabat struktural baru lainnya di antaranya deputi informasi dan data mochamad hadiyana direktur penyelidikan komisaris besar endar priantoro dan kepala biro hukum ahmad burhanudinkeempat pejabat itu sebelumnya menjalani rangkaian seleksi administrasi dan tes potensi serta penilaian pada rentang waktu 5 sampai 17 maret 2020 tes wawancara dan kesehatan telah dilakukan pada 2 sampai 7 april 2020ali mengatakan acara pelantikan ini dapat dilihat lewat media sosial kpk di antaranya twitter kpkri instagram story officialkpk dan facebook komisi pemberantasan;kpk,deputi penindakan kpk,korupsi;hari ini kpk lantik brigjen karyoto sebagai deputi penindakan;politik
indonesia corruption watch mengatakan banyaknya keluhan partai politik soal penggeledahan komisi pemberantasan korupsi untuk kasus suap komisioner kpu wahyu setiawan sebenarnya punya satu sebab sumber masalahnya undangundang barupenting untuk ditegaskan bahwa muara permasalahan atas lambatnya penanganan perkara di kpk itu ada pada uu kpk baru kata peneliti icw kurnia ramadhana saat dihubungi senin 13 januari 2020kurnia meminta parpol yang mengeluhkan kinerja kpk saat ini untuk berkaca sebab parpol itu sendiri yang membuat kpk seperti sekarang jadi bagi partai politik yang mengeluhkan kinerja kpk harusnya berkaca mereka sendiri yang bersemangat untuk menggembosi kpk melalui revisi uu kpkmenurut kurnia lambatnya penggeledahan yang dilakukan kpk membuktikan pelemahan komisi antikorupsi benar terjadi presiden joko widodo dan angggota dpr layak untuk disalahkan atas kondisi inisebelumnya dua partai politik mengeluhkan proses penggeledahan kpk yang lambat juru bicara partai keadilan sejahtera pipin sopian mengkritik keras kinerja dewan pengawas komisi pemberantasan korupsi dewas kpk yang dianggap menghambat kerja lembaga antirasuah dalam kasus wahyu ini bukti awal bahwa revisi uu kpk telah membuat pemberantasan korupsi di indonesia jadi birokratis dan akhirnya memble ujar ketua departemen politik dpp pks ini melalui keterangan tertulis pada senin 13 januari 2019menurut pipin adanya kewajiban penyidik kpk meminta izin penyadapan dan penggeledahan kepada dewas kpk maka proses yang dilakukan penyidik berpotensi bocor dan barang bukti bisa hilangwakil ketua komisi hukum dpr ri desmond j mahesa mengkritik kpk yang gembargembor berjanji akan menggeledah kantor dpp pdip kalau sudah diumumkan seminggu kemudian baru digeledah itu namanya omong kosong kata desmond saat ditemui di kompleks parlemen senayan pada senin 13 januari 2020kpk batal menggeledah salah satu ruangan yang berada di kantor dpp pdip pada kamis 9 januari 2020 penyegelan dan penggeledahan gagal karena penyidik tak boleh masuk oleh satpam menyatakan para penyidik sudah mengantongi surat tugas lengkap sebaliknya pdip menyatakan petugas itu tak punya surat tugas;kpk,icw,pdip,dpr,joko widodo;banyak partai keluhkan penggeledahan kpk icw tolong berkaca;politik
komisi pemberantasan korupsi  mengagendakan pemeriksaan terhadap politikus partai golkar melchias markus mekeng pada selasa 8 oktober 2019 ia akan diperiksa sebagai saksi untuk tersangka samin tan pemilik perusahaan pertambangan pt borneo lumbung energi dan metal blemkami harap saksi datang memenuhi panggilan penyidik sebagai pemenuhan kewajiban hukum kata juru bicara kpk febri diansyah senin 7 oktober 2019sebelumnya mekeng sudah tiga kali tidak memenuhi panggilan pemeriksaan ini yakni pada 11 september 16 september dan 19 september 2019 kpk pun telah mencegah mekeng berpergian ke luar negerikpk akan memeriksa mekeng terkait penyidikan kasus korupsi pengurusan terminasi kontrak perjanjian karya pengusahaan pertambangan batubara pkp2b pt asmin koalindo tuhupanak usaha pt blemdi kementerian esdmkpk menduga samin tan memberi suap ke mantan wakil ketua komisi vii eni maulani saragih sebesar rp 5 miliar terkait pengurusan terminasi kontrak tersebut mekeng diduga adalah pihak yang mengenalkan eni kepada samin tankasus yang menjerat samin merupakan pengembangan perkara dari kasus suap proyek pltu riau1 dalam perkara itu eni telah divonis 6 tahun penjara karena terbukti menerima suap terkait pengurusan proyek pembangkit tersebut;kpk,melchias marcus mekeng;tiga kali mangkir kpk harap mekeng datang pemeriksaan hari ini;politik
komisi pemberantasan korupsi  menyita rp200 juta dalam operasi tangkap tangan terhadap bupati kudus muhammad tamzil duit yang disita saat ott bupati kudus itu diduga merupakan pemberian dari pejabat kedinasan agar dapat menduduki jabatan di pemerintah kabupaten kuduskpk menduga ada transaksi pengisian jabatan di pemerintah kabupaten kudus tersebut kata juru bicara kpk febri diansyah di kantornya jakarta jumat 26 juli 2019febri mengatakan duit yang disita itu dalam pecahan rp100 ribu dan rp50 ribu duit disita dalam operasi senyap yang digelar di kudus pada siang tadi dalam operasi itu kpk menangkap 9 orang termasuk tamzil staf dan ajudannya serta calon kepala dinassaat ini sembilan orang itu sedang diperiksa di kantor kepolisian setempat kpk berencana membawa sebagian dari mereka ke jakarta untuk pemeriksaan lebih lanjut dan menerapkan status hukumnya dalam kasus ini menduga tamzil tak hanya menerima duit rp200 juta sebab kpk mengidentifikasi ada beberapa jabatan kepala dinas di pemkab kudus yang sedang kosong dugaan ini akan kami dalami lebih lanjut kata dia;kpk,ott bupati kudus;kpk sita rp200 juta dalam ott bupati kudus;politik
anggota panitia seleksi calon pimpinan komisi pemberantasan korupsi indriyanto seno adji berkukuh perlunya ada perwakilan beberapa unsur instansi penegak hukum di pimpinan  unsurunsur yang dimaksudnya adalah kepolisian kejaksaan dan pengadilanhal ini disampaikan indriyanto dalam rapat dengar pendapat umum rdpu dengan komisi hukum dewan perwakilan rakyat di kompleks parlemen senayan jakarta hari iniapakah perlu ada polisi perlu apakah perlu ada kejaksaan perlu apakah perlu ada hakim perlu kata indriyanto senin 9 september 2019menurut indriyanto unsurunsur itu adalah bagian dari criminal justice system dia pun meminta agar masuknya calon pimpinan kpk dari unsur kejaksaan dan kepolisian tak dianggap hal burukmasuknya capimcapim ini jangan dianggap sebagai pasukan yang sangat dialergikan kata diasetahun menjadi pelaksana tugas pimpinan kpk indriyanto mengklaim sangat tahu kebutuhan komisi antirasuah itu dia juga menyebut pimpinan kpk dari berbagai unsur bisa solid dan kompaksaya tahu sangat perlu ada capim dari lembaga lain bisa kok dibangun soliditas tapi kalau salah satu enggak ada penegak hukum dari yang paling dialergikan ini kita bisa bertaruh akan bisa jalan sehat apa enggak lembaga ini ucapnyaihwal kekompakan ini disampaikan indriyanto sekaligus menanggapi pertanyaan anggota komisi hukum dpr nasir djamil nasir sebelumnya menanyakan bagaimana cara agar pimpinan  ke depan solid lantaran setiap keputusan akan diambil kolektif kolegialmenurut indriyanto tahapan dan mekanisme seleksi yang digunakan pansel merupakan cara terbaik untuk menghasilkan kekompakan pimpinan komisi antikorupsi;kpk,pansel kpk,capim kpk,indriyanto seno adji;pansel berkukuh ada unsur polisi dan jaksa di pimpinan kpk;politik
